,Case Number,Date,Year,Type,Country,Sex,Age,Month,Year Month,Fatal==True
2575,2015.10.17.a,10/17/2015,2015,Unprovoked,USA,M,44.0,October,2015 October,False
2576,2015.09.17,9/17/2015,2015,Unprovoked,USA,M,20.0,September,2015 September,False
2577,2015.09.08,9/8/2015,2015,Unprovoked,AUSTRALIA,M,42.0,September,2015 September,False
2578,2015.07.08,7/8/2015,2015,,USA,M,39.0,July,2015 July,False
2579,2015.06.26.c,6/26/2015,2015,,USA,F,,June,2015 June,False
2580,2015.04.03,4/3/2015,2015,Unprovoked,USA,M,70.0,April,2015 April,False
2581,2014.12.28.b,12/28/2014,2014,Unprovoked,USA,M,50.0,December,2014 December,False
2582,2014.10.22,10/22/2014,2014,Unprovoked,USA,F,,October,2014 October,False
2583,2014.10.05.a,10/5/2014,2014,Unprovoked,USA,M,15.0,October,2014 October,False
2584,2014.08.24,8/24/2014,2014,Unprovoked,USA,,,August,2014 August,False
2585,2014.08.06,8/6/2014,2014,Unprovoked,USA,M,10.0,August,2014 August,False
2586,2013.12.16,12/16/2013,2013,Unprovoked,SOUTH AFRICA,M,19.0,December,2013 December,False
2587,2013.11.12,11/12/2013,2013,Unprovoked,AUSTRALIA,M,,November,2013 November,False
2588,2013.09.25,9/25/2013,2013,Unprovoked,USA,M,7.0,September,2013 September,False
2589,2013.08.31.a,8/31/2013,2013,Unprovoked,USA,M,,August,2013 August,False
2590,2013.08.25.b,8/25/2013,2013,Unprovoked,USA,F,11.0,August,2013 August,False
2591,2013.07.28.b,7/28/2013,2013,Unprovoked,BAHAMAS,M,64.0,July,2013 July,False
2592,2013.07.14,7/14/2013,2013,Unprovoked,DIEGO GARCIA,M,33.0,July,2013 July,True
2593,2012.07.07.b,7/7/2012,2012,,AUSTRALIA,F,42.0,July,2012 July,False
2594,2011.12.07.a,12/7/2011,2011,Unprovoked,AUSTRALIA,M,14.0,December,2011 December,False
2595,2011.11.20.R,11/20/2011,2011,Unprovoked,NEW GUINEA,M,,November,2011 November,False
2596,2011.07.15,7/15/2011,2011,,REUNION,M,,July,2011 July,False
2597,2011.05.07.R,5/7/2011,2011,,UNITED ARAB EMIRATES,M,43.0,May,2011 May,False
2598,2011.04.08,4/8/2011,2011,Unprovoked,FIJI,M,27.0,April,2011 April,False
2599,2010.11.14,11/14/2010,2010,Unprovoked,INDONESIA,M,,November,2010 November,False
2600,2010.09.27,9/27/2010,2010,Unprovoked,USA,M,29.0,September,2010 September,False
2601,2010.08.07.a,8/7/2010,2010,Unprovoked,MALTA,M,35.0,August,2010 August,False
2602,2010.08.02.a,8/2/2010,2010,Unprovoked,USA,F,37.0,August,2010 August,False
2603,2008.09.08,9/8/2008,2008,Unprovoked,USA,M,,September,2008 September,False
2604,2008.09.06.b,9/6/2008,2008,Unprovoked,USA,M,43.0,September,2008 September,False
2605,2008.04.03,4/3/2008,2008,Unprovoked,USA,M,18.0,April,2008 April,False
2606,2008.02.15,2/15/2008,2008,Unprovoked,USA,M,25.0,February,2008 February,False
2607,2007.09.27.a,9/27/2007,2007,Unprovoked,EGYPT,F,19.0,September,2007 September,False
2608,2007.07.18.a,7/18/2007,2007,Provoked,NORWAY,M,48.0,July,2007 July,False
2609,2007.03.20,3/20/2007,2007,Unprovoked,AUSTRALIA,F,42.0,March,2007 March,False
2610,2006.10.00.a,10/1/2006,2006,Unprovoked,GULF OF ADEN,,,October,2006 October,True
2611,2006.09.30,9/30/2006,2006,,SOUTH AFRICA,M,36.0,September,2006 September,False
2612,2006.07.13,7/13/2006,2006,,SPAIN,F,7.0,July,2006 July,False
2613,2006.07.09.a,7/9/2006,2006,Unprovoked,USA,M,11.0,July,2006 July,False
2614,2006.05.10,5/5/2006,2006,Unprovoked,USA,M,,May,2006 May,False
2615,2006.04.23.R,4/23/2006,2006,,USA,M,,April,2006 April,False
2616,2006.01.18,1/18/2006,2006,Unprovoked,USA,M,,January,2006 January,False
2617,2005.12.11,12/11/2005,2005,Unprovoked,AUSTRALIA,M,44.0,December,2005 December,False
2618,2005.10.11,10/11/2005,2005,Unprovoked,CAYMAN ISLANDS,F,57.0,October,2005 October,False
2619,2005.10.06,10/6/2005,2005,Unprovoked,USA,M,48.0,October,2005 October,False
2620,2005.06.16,6/16/2005,2005,Unprovoked,USA,M,20.0,June,2005 June,False
2621,2004.04.13.b,4/13/2004,2004,Unprovoked,TONGA,M,,April,2004 April,True
2622,2003.09.12,9/12/2003,2003,Unprovoked,SOUTH AFRICA,M,19.0,September,2003 September,True
2623,2003.07.00.c,7/1/2003,2003,Unprovoked,USA,M,,July,2003 July,False
2624,2003.06.24.b,6/24/2003,2003,Unprovoked,USA,F,12.0,June,2003 June,False
2625,2003.04.21.b,4/21/2003,2003,Unprovoked,USA,M,36.0,April,2003 April,False
2626,2003.04.04,4/4/2003,2003,Unprovoked,USA,M,50.0,April,2003 April,False
2627,2001.08.12,8/12/2001,2001,Unprovoked,THAILAND,M,,August,2001 August,False
2628,2001.04.12.c,4/12/2001,2001,Unprovoked,USA,M,21.0,April,2001 April,False
2629,2000.10.09,10/9/2000,2000,Unprovoked,USA,M,17.0,October,2000 October,False
2630,2000.06.30,6/30/2000,2000,Unprovoked,NEW GUINEA,M,,June,2000 June,True
2631,2000.06.13,6/13/2000,2000,,USA,,,June,2000 June,False
2632,2000.04.09,4/9/2000,2000,Unprovoked,USA,M,,April,2000 April,False
2633,2000.03.00,3/1/2000,2000,Unprovoked,USA,M,39.0,March,2000 March,False
2634,1999.08.26,8/26/1999,1999,Unprovoked,USA,M,28.0,August,1999 August,False
2635,1998.07.25,7/25/1998,1998,Unprovoked,USA,M,13.0,July,1998 July,False
2636,1998.06.08,6/8/1998,1998,Unprovoked,USA,M,18.0,June,1998 June,False
2637,1997.02.20,2/20/1997,1997,Unprovoked,REUNION,M,,February,1997 February,False
2638,1997.01.20,1/20/1997,1997,Unprovoked,AUSTRALIA,M,41.0,January,1997 January,True
2639,1996.02.10.b,2/9/1996,1996,Unprovoked,NEW GUINEA,,,February,1996 February,False
2640,1996.02.05,2/5/1996,1996,,DOMINICAN REPUBLIC,,,February,1996 February,True
2641,1995.08.19,8/19/1995,1995,Unprovoked,TONGA,M,18.0,August,1995 August,False
2642,1995.07.28.b,7/28/1995,1995,Unprovoked,USA,M,18.0,July,1995 July,False
2643,1995.03.21,3/21/1995,1995,Unprovoked,AUSTRALIA,F,,March,1995 March,False
2644,1995.03.05,3/5/1995,1995,Unprovoked,BRAZIL,,,March,1995 March,True
2645,1995.02.00,2/1/1995,1995,Unprovoked,VENEZUELA,M,,February,1995 February,False
2646,1995.01.24,1/24/1995,1995,Unprovoked,SOUTH AFRICA,M,14.0,January,1995 January,True
2647,1994.07.09.b,7/9/1994,1994,Unprovoked,SOUTH AFRICA,M,22.0,July,1994 July,True
2648,1992.11.25.a,11/25/1992,1992,Unprovoked,USA,M,19.0,November,1992 November,False
2649,1992.10.01,10/1/1992,1992,Unprovoked,AUSTRALIA,M,28.0,October,1992 October,True
2650,1992.03.10,3/10/1992,1992,Unprovoked,AUSTRALIA,M,17.0,March,1992 March,False
2651,1990.04.14,4/14/1990,1990,Unprovoked,SOUTH AFRICA,M,23.0,April,1990 April,False
2652,1988.10.22,10/22/1988,1988,Unprovoked,AUSTRALIA,M,38.0,October,1988 October,False
2653,1988.04.24,4/24/1988,1988,Unprovoked,USA,M,,April,1988 April,False
2654,1988.00.00.c,1/1/1988,1988,Unprovoked,AUSTRALIA,M,12.0,January,1988 January,False
2655,1987.07.11,7/11/1987,1987,,USA,,,July,1987 July,False
2656,1987.07.09,7/9/1987,1987,Unprovoked,BAHAMAS,M,35.0,July,1987 July,False
2657,1985.02.18,2/18/1985,1985,Unprovoked,USA,M,29.0,February,1985 February,False
2658,1983.08.15,8/15/1983,1983,Unprovoked,USA,F,14.0,August,1983 August,False
2659,1983.08.13.b,8/13/1983,1983,Provoked,USA,M,14.0,August,1983 August,False
2660,1983.03.30.a,3/30/1983,1983,Unprovoked,SOUTH AFRICA,M,17.0,March,1983 March,False
2661,1982.07.11,7/11/1982,1982,,USA,M,43.0,July,1982 July,False
2662,1982.02.07.a,2/7/1982,1982,Unprovoked,USA,M,,February,1982 February,False
2663,1981.11.30,11/30/1981,1981,Unprovoked,REUNION,M,,November,1981 November,False
2664,1981.06.15.R,6/15/1981,1981,,UNITED KINGDOM,M,,June,1981 June,False
2665,1981.06.12,6/12/1981,1981,,USA,M,,June,1981 June,False
2666,1981.00.00.a,,1981,Unprovoked,GREECE,M,,,1981 nan,False
2667,1980.11.18,11/18/1980,1980,Unprovoked,AUSTRALIA,M,,November,1980 November,False
2668,1980.03.11,3/11/1980,1980,Provoked,SOUTH AFRICA,M,61.0,March,1980 March,False
2669,1980.01.05,1/5/1980,1980,Unprovoked,CHILE,M,,January,1980 January,True
2670,1978.09.27,9/27/1978,1978,Unprovoked,SOUTH AFRICA,M,27.0,September,1978 September,False
2671,1978.06.07,6/7/1978,1978,,ITALY,,,June,1978 June,False
2672,1977.02.26,2/26/1977,1977,Unprovoked,AUSTRALIA,M,24.0,February,1977 February,False
2673,1976.10.06,10/6/1976,1976,Unprovoked,SOUTH AFRICA,M,20.0,October,1976 October,False
2674,1976.06.23,6/23/1976,1976,Unprovoked,USA,M,17.0,June,1976 June,False
2675,1976.03.02,3/2/1976,1976,,SOUTH AFRICA,,,March,1976 March,False
2676,1971.07.26,7/26/1971,1971,Unprovoked,USA,M,8.0,July,1971 July,False
2677,1971.04.11,4/11/1971,1971,Unprovoked,SOUTH AFRICA,M,60.0,April,1971 April,True
2678,1971.00.00.d,1/1/1971,1971,Unprovoked,AUSTRALIA,M,15.0,January,1971 January,False
2679,1970.02.05,2/5/1970,1970,Unprovoked,NO COUNTRY REPORTED,F,8.0,February,1970 February,False
2680,1968.06.00,6/1/1968,1968,Unprovoked,UNITED KINGDOM,M,,June,1968 June,False
2681,1968.03.10,3/10/1968,1968,Unprovoked,USA,M,20.0,March,1968 March,False
2682,1966.05.20.b,5/20/1966,1966,Unprovoked,AUSTRALIA,M,,May,1966 May,False
2683,1966.05.16.a,5/16/1966,1966,,PHILIPPINES,M,,May,1966 May,True
2684,1966.03.12,3/14/1966,1966,,SUDAN,M,,March,1966 March,True
2685,1965.08.30,8/30/1965,1965,,PHILIPPINES,M,,August,1965 August,False
2686,1963.12.29,12/29/1963,1963,Unprovoked,SOUTH AFRICA,F,20.0,December,1963 December,False
2687,1963.11.30.a,11/30/1963,1963,Provoked,NEW GUINEA,F,18.0,November,1963 November,False
2688,1963.04.20,4/20/1963,1963,Unprovoked,USA,M,25.0,April,1963 April,True
2689,1963.04.13,4/13/1963,1963,Unprovoked,AUSTRALIA,M,25.0,April,1963 April,False
2690,1963.01.14,1/14/1963,1963,Provoked,NEW ZEALAND,,14.0,January,1963 January,False
2691,1962.08.23,8/23/1962,1962,,SOUTH AFRICA,,,August,1962 August,False
2692,1962.06.21,6/21/1962,1962,,SOUTH AFRICA,,,June,1962 June,False
2693,1962.01.16,1/16/1962,1962,Provoked,NEW ZEALAND,,,January,1962 January,False
2694,1962.01.02,1/2/1962,1962,Provoked,AUSTRALIA,,,January,1962 January,False
2695,1961.12.28.a,12/28/1961,1961,Unprovoked,SOUTH AFRICA,M,18.0,December,1961 December,False
2696,1961.07.00.b,7/1/1961,1961,Unprovoked,ITALY,M,21.0,July,1961 July,False
2697,1961.02.17.b,2/17/1961,1961,Provoked,USA,M,30.0,February,1961 February,False
2698,1990.01.12,1/12/1990,1990,Unprovoked,USA,M,,January,1990 January,False
2699,2021.06.11,6/11/2021,2021,Unprovoked,AUSTRALIA,M,10.0,June,2021 June,False
2700,2021.02.02.a,2/2/2021,2021,,USA,M,,February,2021 February,False
2701,2020.09.07,9/7/2020,2020,Unprovoked,AUSTRALIA,M,46.0,September,2020 September,True
2702,2020.07.31.c,7/31/2020,2020,Unprovoked,USA,F,22.0,July,2020 July,False
2703,2020.05.30,5/30/2020,2020,Unprovoked,AUSTRALIA,M,18.0,May,2020 May,False
2704,2019.12.03,12/3/2019,2019,Unprovoked,USA,M,57.0,December,2019 December,False
2705,2019.08.03.b,8/3/2019,2019,Unprovoked,USA,M,20.0,August,2019 August,False
2706,2019.06.17,6/17/2019,2019,Unprovoked,BAHAMAS,M,50.0,June,2019 June,False
2707,2019.02.10,2/10/2019,2019,Unprovoked,AUSTRALIA,M,25.0,February,2019 February,False
2708,2019.02.02.b,2/2/2019,2019,,SOUTH AFRICA,M,,February,2019 February,False
2709,2018.10.23.c,10/23/2018,2018,Unprovoked,USA,F,,October,2018 October,False
2710,2018.09.15,9/15/2018,2018,Unprovoked,USA,M,26.0,September,2018 September,True
2711,2018.08.24,8/24/2018,2018,Unprovoked,USA,M,14.0,August,2018 August,False
2712,2018.07.13.a,7/13/2018,2018,Unprovoked,USA,M,30.0,July,2018 July,False
2713,2018.05.13.b,5/13/2018,2018,Unprovoked,USA,M,10.0,May,2018 May,False
2714,2017.11.25.R,11/25/2017,2017,,LIBYA,,,November,2017 November,True
2715,2017.09.25.a,9/25/2017,2017,Unprovoked,AUSTRALIA,M,,September,2017 September,False
2716,2017.09.02.b,9/2/2017,2017,Unprovoked,USA,F,,September,2017 September,False
2717,2017.06.18.a,6/18/2017,2017,Unprovoked,REUNION,M,34.0,June,2017 June,False
2718,2016.03.13,3/13/2016,2016,,USA,,,March,2016 March,False
2719,2016.02.19,2/19/2016,2016,Unprovoked,NEW CALEDONIA,M,31.0,February,2016 February,False
2720,2015.10.28.a,10/28/2015,2015,Unprovoked,USA,M,10.0,October,2015 October,False
2721,2015.08.18.b,8/18/2015,2015,,USA,M,22.0,August,2015 August,False
2722,2015.07.26.a,7/26/2015,2015,,USA,F,35.0,July,2015 July,False
2723,2015.06.19,6/19/2015,2015,Unprovoked,PUERTO RICO,M,36.0,June,2015 June,False
2724,2015.05.20,5/20/2015,2015,Unprovoked,USA,M,18.0,May,2015 May,False
2725,2015.04.11,4/11/2015,2015,Unprovoked,AUSTRALIA,M,,April,2015 April,False
2726,2015.01.16,1/16/2015,2015,Unprovoked,AUSTRALIA,M,17.0,January,2015 January,False
2727,2014.12.28.d,12/28/2014,2014,,GREECE,,,December,2014 December,False
2728,2014.10.12,10/12/2014,2014,Unprovoked,USA,F,,October,2014 October,False
2729,2014.10.07,10/7/2014,2014,Unprovoked,USA,F,40.0,October,2014 October,False
2730,2014.07.27,7/27/2014,2014,Unprovoked,USA,M,15.0,July,2014 July,False
2731,2014.03.02,3/2/2014,2014,Unprovoked,USA,M,21.0,March,2014 March,False
2732,2013.09.02,9/2/2013,2013,Unprovoked,USA,M,17.0,September,2013 September,False
2733,2012.09.06.a,9/6/2012,2012,Unprovoked,USA,M,37.0,September,2012 September,False
2734,2012.08.15,8/15/2012,2012,Unprovoked,USA,M,31.0,August,2012 August,False
2735,2011.12.05,12/5/2011,2011,,AUSTRALIA,,,December,2011 December,False
2736,2011.08.24.a,8/24/2011,2011,Unprovoked,USA,M,10.0,August,2011 August,False
2737,2011.05.10,5/10/2011,2011,Provoked,USA,M,,May,2011 May,False
2738,2011.03.21.b,3/21/2011,2011,Unprovoked,MEXICO,M,46.0,March,2011 March,False
2739,2011.01.31,1/31/2011,2011,Unprovoked,MEXICO,F,38.0,January,2011 January,False
2740,2010.10.25,10/25/2010,2010,Provoked,AZORES,M,,October,2010 October,False
2741,2010.07.04,7/4/2010,2010,Unprovoked,SOUTH AFRICA,F,21.0,July,2010 July,False
2742,2010.06.00,6/1/2010,2010,Unprovoked,USA,M,20.0,June,2010 June,False
2743,2010.01.27,1/27/2010,2010,Unprovoked,AUSTRALIA,M,,January,2010 January,False
2744,2009.11.24,11/24/2009,2009,Unprovoked,USA,M,10.0,November,2009 November,False
2745,2009.10.19,10/19/2009,2009,Unprovoked,USA,M,54.0,October,2009 October,False
2746,2009.09.18,9/18/2009,2009,Unprovoked,VIETNAM,M,,September,2009 September,False
2747,2009.04.20,4/20/2009,2009,Unprovoked,PHILIPPINES,M,23.0,April,2009 April,False
2748,2009.04.12,4/12/2009,2009,Unprovoked,AUSTRALIA,M,40.0,April,2009 April,False
2749,2008.12.27.c,12/27/2008,2008,Unprovoked,AUSTRALIA,M,10.0,December,2008 December,False
2750,2008.07.00,,2008,,UNITED KINGDOM,M,16.0,,2008 nan,False
2751,2008.06.28.b,6/28/2008,2008,Unprovoked,BAHAMAS,M,42.0,June,2008 June,False
2752,2008.06.28.a,6/28/2008,2008,Unprovoked,SOUTH AFRICA,M,46.0,June,2008 June,False
2753,2007.09.16.a,9/16/2007,2007,Unprovoked,USA,F,15.0,September,2007 September,False
2754,2007.07.28,7/28/2007,2007,Unprovoked,USA,M,20.0,July,2007 July,False
2755,2006.10.07,10/7/2006,2006,Unprovoked,USA,M,,October,2006 October,False
2756,2006.06.30.b,7/1/2006,2006,Unprovoked,USA,F,28.0,July,2006 July,False
2757,2006.02.23,2/23/2006,2006,,USA,M,45.0,February,2006 February,False
2758,2005.10.25,10/25/2005,2005,Unprovoked,ST MARTIN,M,55.0,October,2005 October,False
2759,2005.10.21,10/21/2005,2005,Unprovoked,USA,M,36.0,October,2005 October,False
2760,2005.10.01,10/1/2005,2005,Unprovoked,SOUTH AFRICA,M,52.0,October,2005 October,False
2761,2005.09.11,9/11/2005,2005,Unprovoked,USA,M,18.0,September,2005 September,True
2762,2005.04.06,4/6/2005,2005,,HONDURAS,F,,April,2005 April,False
2763,2004.11.15,11/15/2004,2004,Unprovoked,SOUTH AFRICA,F,77.0,November,2004 November,True
2764,2004.08.21,8/21/2004,2004,Unprovoked,BRAZIL,M,24.0,August,2004 August,False
2765,2004.05.18,5/18/2004,2004,Provoked,BAHAMAS,M,63.0,May,2004 May,False
2766,2004.04.07,4/7/2004,2004,Unprovoked,USA,M,57.0,April,2004 April,True
2767,2004.02.11,2/11/2004,2004,Unprovoked,AUSTRALIA,M,22.0,February,2004 February,False
2768,2004.01.03.b,1/3/2004,2004,,NEW ZEALAND,M,,January,2004 January,False
2769,2003.12.13.a,12/13/2003,2003,Unprovoked,NEW ZEALAND,M,45.0,December,2003 December,True
2770,2003.11.27,11/27/2003,2003,Unprovoked,SOUTH AFRICA,M,21.0,November,2003 November,True
2771,2003.11.06.a,11/6/2003,2003,Unprovoked,SOUTH AFRICA,,,November,2003 November,False
2772,2003.10.05.b,10/5/2003,2003,Unprovoked,USA,M,50.0,October,2003 October,False
2773,2003.06.26,6/26/2003,2003,Unprovoked,USA,M,15.0,June,2003 June,False
2774,2003.02.15.b,2/15/2003,2003,Unprovoked,AUSTRALIA,M,37.0,February,2003 February,False
2775,2002.10.14,10/14/2002,2002,Unprovoked,BRAZIL,M,36.0,October,2002 October,True
2776,2002.07.10,7/10/2002,2002,Provoked,USA,M,19.0,July,2002 July,False
2777,2002.04.20,4/20/2002,2002,Unprovoked,USA,M,34.0,April,2002 April,False
2778,2002.04.01,4/1/2002,2002,Unprovoked,USA,M,29.0,April,2002 April,False
2779,2001.05.04,5/4/2001,2001,Unprovoked,AUSTRALIA,M,35.0,May,2001 May,False
2780,2000.07.04.a,7/4/2000,2000,Unprovoked,USA,F,55.0,July,2000 July,False
2781,2000.06.00,,2000,Unprovoked,TANZANIA,M,,,2000 nan,True
2782,1999.12.31.a,12/31/1999,1999,Unprovoked,NEW ZEALAND,F,12.0,December,1999 December,False
2783,1999.10.01,10/1/1999,1999,Unprovoked,USA,M,16.0,October,1999 October,False
2784,1999.04.01,4/1/1999,1999,Unprovoked,USA,M,14.0,April,1999 April,False
2785,1999.03.18.R,3/18/1999,1999,Unprovoked,NEW ZEALAND,M,,March,1999 March,False
2786,1999.02.03,2/3/1999,1999,Unprovoked,USA,M,25.0,February,1999 February,False
2787,1999.00.00.a,1/1/1999,1999,,USA,M,,January,1999 January,False
2788,1998.11.11,11/11/1998,1998,Unprovoked,USA,M,13.0,November,1998 November,False
2789,1998.08.13,8/13/1998,1998,Unprovoked,USA,M,11.0,August,1998 August,False
2790,1997.08.14.b,8/14/1997,1997,,MEXICO,M,28.0,August,1997 August,False
2791,1997.06.15,6/15/1997,1997,Unprovoked,FIJI,F,47.0,June,1997 June,False
2792,1997.05.31.c,5/31/1997,1997,Unprovoked,USA,M,35.0,May,1997 May,False
2793,1996.07.23.b,7/23/1996,1996,Unprovoked,JAPAN,M,52.0,July,1996 July,True
2794,1996.01.12,1/12/1996,1996,,AUSTRALIA,,,January,1996 January,False
2795,1995.11.29,11/11/1995,1995,Unprovoked,NEW ZEALAND,M,22.0,November,1995 November,False
2796,1995.11.17,11/17/1995,1995,Unprovoked,AUSTRALIA,M,,November,1995 November,False
2797,1995.07.28.d,7/28/1995,1995,Unprovoked,USA,M,,July,1995 July,False
2798,1995.06.17.a,6/17/1995,1995,Unprovoked,USA,M,45.0,June,1995 June,False
2799,1995.06.14,6/14/1995,1995,Unprovoked,USA,M,38.0,June,1995 June,False
2800,1994.12.10,12/10/1994,1994,Unprovoked,VANUATU,,,December,1994 December,False
2801,1993.00.00.d,,1993,Unprovoked,ANGOLA,M,,,1993 nan,False
2802,1992.05.31,5/31/1992,1992,,USA,M,45.0,May,1992 May,False
2803,1992.03.08.b,3/8/1992,1992,,JAPAN,,,March,1992 March,False
2804,1992.02.14,2/14/1992,1992,Unprovoked,JAPAN,M,,February,1992 February,False
2805,1991.11.19,11/19/1991,1991,Unprovoked,USA,M,,November,1991 November,True
2806,1991.07.17,7/17/1991,1991,,USA,M,70.0,July,1991 July,False
2807,1991.07.07,7/7/1991,1991,Unprovoked,USA,M,22.0,July,1991 July,False
2808,1989.06.05,6/5/1989,1989,Unprovoked,SOUTH AFRICA,M,16.0,June,1989 June,False
2809,1989.03.09,3/9/1989,1989,Unprovoked,AUSTRALIA,M,27.0,March,1989 March,True
2810,1988.01.14,1/14/1988,1988,Provoked,USA,M,,January,1988 January,False
2811,1986.12.04,12/4/1986,1986,,SOUTH AFRICA,M,22.0,December,1986 December,False
2812,1986.10.01,10/1/1986,1986,Unprovoked,AUSTRALIA,,,October,1986 October,False
2813,1986.04.20,4/20/1986,1986,Unprovoked,USA,M,,April,1986 April,True
2814,1981.10.19.b,10/19/1981,1981,Provoked,SOUTH AFRICA,M,,October,1981 October,False
2815,1981.05.07,5/7/1981,1981,Provoked,NAMIBIA,M,,May,1981 May,False
2816,1981.02.07,2/7/1981,1981,Unprovoked,AUSTRALIA,,,February,1981 February,False
2817,1981.01.30,1/30/1981,1981,Unprovoked,USA,M,25.0,January,1981 January,False
2818,1980.07.23,7/23/1980,1980,Unprovoked,USA,F,22.0,July,1980 July,False
2819,1979.05.05,5/5/1979,1979,Provoked,SOUTH AFRICA,M,25.0,May,1979 May,False
2820,1978.11.26,11/26/1978,1978,Unprovoked,USA,M,,November,1978 November,False
2821,1978.10.21,10/21/1978,1978,,SOUTH AFRICA,M,,October,1978 October,False
2822,1978.09.16,9/16/1978,1978,Unprovoked,ITALY,M,,September,1978 September,False
2823,1978.02.19,2/19/1978,1978,Unprovoked,SOUTH AFRICA,M,,February,1978 February,False
2824,1976.09.22,9/22/1976,1976,,NEW CALEDONIA,,,September,1976 September,False
2825,1976.09.19,9/19/1976,1976,Unprovoked,AUSTRALIA,M,27.0,September,1976 September,False
2826,1976.07.21,7/21/1976,1976,Unprovoked,USA,M,10.0,July,1976 July,False
2827,1975.02.23,2/23/1975,1975,Unprovoked,SOUTH AFRICA,M,16.0,February,1975 February,False
2828,1975.00.00.b,1/1/1975,1975,Unprovoked,BERMUDA,M,25.0,January,1975 January,False
2829,1972.01.00,1/1/1972,1972,Unprovoked,MOZAMBIQUE,M,,January,1972 January,False
2830,1971.11.25.R,10/27/1971,1971,Provoked,AUSTRALIA,,20.0,October,1971 October,False
2831,1971.04.05.b,4/5/1971,1971,Unprovoked,VENEZUELA,M,14.0,April,1971 April,True
2832,1968.02.00,2/1/1968,1968,Unprovoked,MOZAMBIQUE,,24.0,February,1968 February,False
2833,1968.00.00.c,1/1/1968,1968,Unprovoked,COSTA RICA,M,,January,1968 January,True
2834,1967.11.30.a,11/30/1967,1967,Unprovoked,AUSTRALIA,M,18.0,November,1967 November,False
2835,1967.03.10,3/10/1967,1967,,AUSTRALIA,,,March,1967 March,False
2836,1966.08.16,8/16/1966,1966,Unprovoked,CROATIA,M,33.0,August,1966 August,True
2837,1963.12.25,12/25/1963,1963,Unprovoked,SOUTH AFRICA,M,18.0,December,1963 December,True
2838,1963.11.12,11/12/1963,1963,Provoked,USA,M,,November,1963 November,False
2839,1963.02.27,2/27/1963,1963,Unprovoked,NEW GUINEA,M,,February,1963 February,False
2840,1963.00.00.a,1/1/1963,1963,Unprovoked,SEYCHELLES,M,,January,1963 January,True
2841,1962.08.01,8/1/1962,1962,Unprovoked,NEW GUINEA,M,,August,1962 August,True
2842,1962.08.00.a,8/1/1962,1962,Unprovoked,SENEGAL,M,23.0,August,1962 August,False
2843,1962.04.05,4/5/1962,1962,Provoked,SOUTH AFRICA,,,April,1962 April,False
2844,1962.01.14.c,1/14/1962,1962,Unprovoked,USA,M,29.0,January,1962 January,False
2845,1961.08.01,8/1/1961,1961,Provoked,NEW GUINEA,M,,August,1961 August,False
2846,1961.07.29,7/29/1961,1961,Provoked,USA,M,57.0,July,1961 July,False
2847,1961.05.15,5/15/1961,1961,Unprovoked,USA,M,52.0,May,1961 May,False
